ORIGIN,DEST,DISTANCE,AIR_TIME,ORIGIN_CITY_NAME,DEST_CITY_NAME
DEN,EGE,120,26,"Denver, CO","Eagle, CO"
DEN,ELP,563,85,"Denver, CO","El Paso, TX"
DEN,EUG,996,148,"Denver, CO","Eugene, OR"
DEN,EWR,1605,187,"Denver, CO","Newark, NJ"
DEN,FAR,627,92,"Denver, CO","Fargo, ND"
DEN,FAT,844,122,"Denver, CO","Fresno, CA"
DEN,FCA,752,118,"Denver, CO","Kalispell, MT"
DEN,FLL,1703,194,"Denver, CO","Fort Lauderdale, FL"
DEN,FSD,483,73,"Denver, CO","Sioux Falls, SD"
DEN,GCC,313,52,"Denver, CO","Gillette, WY"
DEN,GEG,836,122,"Denver, CO","Spokane, WA"
DEN,GJT,212,41,"Denver, CO","Grand Junction, CO"
DEN,GTF,623,98,"Denver, CO","Great Falls, MT"
DEN,GUC,152,38,"Denver, CO","Gunnison, CO"
DEN,HDN,141,33,"Denver, CO","Hayden, CO"
DEN,HLN,594,96,"Denver, CO","Helena, MT"
DEN,HNL,3365,412,"Denver, CO","Honolulu, HI"
DEN,HOU,883,113,"Denver, CO","Houston, TX"
DEN,HSV,1048,124,"Denver, CO","Huntsville, AL"
DEN,HYS,298,46,"Denver, CO","Hays, KS"
DEN,IAD,1452,162,"Denver, CO","Washington, DC"
DEN,IAH,862,112,"Denver, CO","Houston, TX"
DEN,ICT,420,58,"Denver, CO","Wichita, KS"
DEN,IDA,458,80,"Denver, CO","Idaho Falls, ID"
DEN,IND,977,113,"Denver, CO","Indianapolis, IN"
DEN,ISN,576,90,"Denver, CO","Williston, ND"
DEN,JAC,406,67,"Denver, CO","Jackson, WY"
DEN,JFK,1626,188,"Denver, CO","New York, NY"
DEN,JMS,573,88,"Denver, CO","Jamestown, ND"
DEN,KOA,3329,430,"Denver, CO","Kona, HI"
DEN,LAR,113,26,"Denver, CO","Laramie, WY"
DEN,LAS,628,89,"Denver, CO","Las Vegas, NV"
DEN,LAX,862,120,"Denver, CO","Los Angeles, CA"
DEN,LBB,456,60,"Denver, CO","Lubbock, TX"
DEN,LBF,228,37,"Denver, CO","North Platte, NE"
DEN,LGA,1620,185,"Denver, CO","New York, NY"
DEN,LIH,3414,439,"Denver, CO","Lihue, HI"
DEN,LIT,771,96,"Denver, CO","Little Rock, AR"
DEN,LNK,423,58,"Denver, CO","Lincoln, NE"
DEN,MAF,563,74,"Denver, CO","Midland/Odessa, TX"
DEN,MCI,533,71,"Denver, CO","Kansas City, MO"
DEN,MCK,218,52,"Denver, CO","McCook, NE"
DEN,MCO,1546,178,"Denver, CO","Orlando, FL"
DEN,MDW,895,110,"Denver, CO","Chicago, IL"
DEN,MEM,872,104,"Denver, CO","Memphis, TN"
DEN,MFR,964,146,"Denver, CO","Medford, OR"
DEN,MIA,1709,193,"Denver, CO","Miami, FL"
DEN,MKE,896,114,"Denver, CO","Milwaukee, WI"
DEN,MOT,604,90,"Denver, CO","Minot, ND"
DEN,MRY,959,140,"Denver, CO","Monterey, CA"
DEN,MSO,679,106,"Denver, CO","Missoula, MT"
DEN,MSP,680,90,"Denver, CO","Minneapolis, MN"
DEN,MSY,1062,125,"Denver, CO","New Orleans, LA"
DEN,MTJ,196,36,"Denver, CO","Montrose/Delta, CO"
DEN,OAK,957,133,"Denver, CO","Oakland, CA"
DEN,OGG,3302,426,"Denver, CO","Kahului, HI"
DEN,OKC,495,72,"Denver, CO","Oklahoma City, OK"
DEN,OMA,472,61,"Denver, CO","Omaha, NE"
DEN,ORD,888,113,"Denver, CO","Chicago, IL"
DEN,ORF,1553,172,"Denver, CO","Norfolk, VA"
DEN,PDX,991,144,"Denver, CO","Portland, OR"
DEN,PHL,1558,175,"Denver, CO","Philadelphia, PA"
DEN,PHX,602,89,"Denver, CO","Phoenix, AZ"
DEN,PIT,1290,146,"Denver, CO","Pittsburgh, PA"
DEN,PRC,557,86,"Denver, CO","Prescott, AZ"
DEN,PSC,852,123,"Denver, CO","Pasco/Kennewick/Richland, WA"
DEN,PSP,776,112,"Denver, CO","Palm Springs, CA"
DEN,PUB,109,24,"Denver, CO","Pueblo, CO"
DEN,RAP,300,49,"Denver, CO","Rapid City, SD"
DEN,RDM,898,130,"Denver, CO","Bend/Redmond, OR"
DEN,RIC,1482,165,"Denver, CO","Richmond, VA"
DEN,RIW,296,54,"Denver, CO","Riverton/Lander, WY"
DEN,RKS,260,43,"Denver, CO","Rock Springs, WY"
DEN,RSW,1607,183,"Denver, CO","Fort Myers, FL"
DEN,SAF,303,47,"Denver, CO","Santa Fe, NM"
DEN,SAN,853,118,"Denver, CO","San Diego, CA"
DEN,SAT,794,102,"Denver, CO","San Antonio, TX"
DEN,SBA,916,137,"Denver, CO","Santa Barbara, CA"
DEN,SBP,931,142,"Denver, CO","San Luis Obispo, CA"
DEN,SDF,1024,124,"Denver, CO","Louisville, KY"
DEN,SEA,1024,149,"Denver, CO","Seattle, WA"
DEN,SFO,967,128,"Denver, CO","San Francisco, CA"
DEN,SGF,637,80,"Denver, CO","Springfield, MO"
DEN,SGU,517,79,"Denver, CO","St. George, UT"
DEN,SHR,359,62,"Denver, CO","Sheridan, WY"
DEN,SJC,948,132,"Denver, CO","San Jose, CA"
DEN,SLC,391,64,"Denver, CO","Salt Lake City, UT"
DEN,SMF,909,128,"Denver, CO","Sacramento, CA"
DEN,SNA,846,117,"Denver, CO","Santa Ana, CA"
DEN,STL,770,93,"Denver, CO","St. Louis, MO"
DEN,TEX,218,65,"Denver, CO","Telluride, CO"
DEN,TPA,1506,174,"Denver, CO","Tampa, FL"
DEN,TUL,541,69,"Denver, CO","Tulsa, OK"
DEN,TUS,639,94,"Denver, CO","Tucson, AZ"
DEN,TYS,1162,136,"Denver, CO","Knoxville, TN"
DEN,VEL,259,45,"Denver, CO","Vernal, UT"
DFW,ABI,158,33,"Dallas/Fort Worth, TX","Abilene, TX"
DFW,ABQ,569,90,"Dallas/Fort Worth, TX","Albuquerque, NM"
DFW,ACT,89,21,"Dallas/Fort Worth, TX","Waco, TX"
DFW,AEX,285,45,"Dallas/Fort Worth, TX","Alexandria, LA"
DFW,AMA,312,52,"Dallas/Fort Worth, TX","Amarillo, TX"
DFW,ASE,701,120,"Dallas/Fort Worth, TX","Aspen, CO"
DFW,ATL,731,92,"Dallas/Fort Worth, TX","Atlanta, GA"
DFW,AUS,190,37,"Dallas/Fort Worth, TX","Austin, TX"
DFW,BDL,1471,169,"Dallas/Fort Worth, TX","Hartford, CT"
DFW,BHM,597,74,"Dallas/Fort Worth, TX","Birmingham, AL"
DFW,BIL,1081,158,"Dallas/Fort Worth, TX","Billings, MT"
DFW,BIS,977,135,"Dallas/Fort Worth, TX","Bismarck/Mandan, ND"
DFW,BMI,690,91,"Dallas/Fort Worth, TX","Bloomington/Normal, IL"
DFW,BNA,631,79,"Dallas/Fort Worth, TX","Nashville, TN"
DFW,BOI,1272,186,"Dallas/Fort Worth, TX","Boise, ID"
DFW,BOS,1562,179,"Dallas/Fort Worth, TX","Boston, MA"
DFW,BPT,270,53,"Dallas/Fort Worth, TX","Beaumont/Port Arthur, TX"
DFW,BRO,482,70,"Dallas/Fort Worth, TX","Brownsville, TX"
DFW,BTR,383,54,"Dallas/Fort Worth, TX","Baton Rouge, LA"
DFW,BWI,1217,140,"Dallas/Fort Worth, TX","Baltimore, MD"
DFW,BZN,1163,164,"Dallas/Fort Worth, TX","Bozeman, MT"
DFW,CAE,922,108,"Dallas/Fort Worth, TX","Columbia, SC"
DFW,CHA,695,86,"Dallas/Fort Worth, TX","Chattanooga, TN"
DFW,CHS,987,114,"Dallas/Fort Worth, TX","Charleston, SC"
DFW,CID,685,93,"Dallas/Fort Worth, TX","Cedar Rapids/Iowa City, IA"
DFW,CLE,1021,126,"Dallas/Fort Worth, TX","Cleveland, OH"
DFW,CLL,164,34,"Dallas/Fort Worth, TX","College Station/Bryan, TX"
DFW,CLT,936,113,"Dallas/Fort Worth, TX","Charlotte, NC"
DFW,CMH,926,115,"Dallas/Fort Worth, TX","Columbus, OH"
DFW,CMI,692,93,"Dallas/Fort Worth, TX","Champaign/Urbana, IL"
DFW,COS,592,91,"Dallas/Fort Worth, TX","Colorado Springs, CO"
DFW,COU,489,68,"Dallas/Fort Worth, TX","Columbia, MO"
DFW,CRP,354,58,"Dallas/Fort Worth, TX","Corpus Christi, TX"
DFW,CVG,812,97,"Dallas/Fort Worth, TX","Cincinnati, OH"
DFW,CVN,364,96,"Dallas/Fort Worth, TX","Clovis, NM"
DFW,DAY,861,107,"Dallas/Fort Worth, TX","Dayton, OH"
DFW,DCA,1192,138,"Dallas/Fort Worth, TX","Washington, DC"
DFW,DEN,641,97,"Dallas/Fort Worth, TX","Denver, CO"
DFW,DRO,674,102,"Dallas/Fort Worth, TX","Durango, CO"
DFW,DRT,335,63,"Dallas/Fort Worth, TX","Del Rio, TX"
DFW,DSM,624,85,"Dallas/Fort Worth, TX","Des Moines, IA"
DFW,DTW,986,128,"Dallas/Fort Worth, TX","Detroit, MI"
DFW,EGE,721,121,"Dallas/Fort Worth, TX","Eagle, CO"
DFW,ELD,246,90,"Dallas/Fort Worth, TX","El Dorado, AR"
DFW,ELP,551,83,"Dallas/Fort Worth, TX","El Paso, TX"
DFW,EVV,642,81,"Dallas/Fort Worth, TX","Evansville, IN"
DFW,EWR,1372,167,"Dallas/Fort Worth, TX","Newark, NJ"
DFW,FAR,968,132,"Dallas/Fort Worth, TX","Fargo, ND"
DFW,FAT,1313,188,"Dallas/Fort Worth, TX","Fresno, CA"
DFW,FLL,1119,134,"Dallas/Fort Worth, TX","Fort Lauderdale, FL"
DFW,FSD,737,102,"Dallas/Fort Worth, TX","Sioux Falls, SD"
DFW,FSM,227,41,"Dallas/Fort Worth, TX","Fort Smith, AR"
DFW,FWA,859,108,"Dallas/Fort Worth, TX","Fort Wayne, IN"
DFW,GCK,404,66,"Dallas/Fort Worth, TX","Garden City, KS"
DFW,GGG,140,28,"Dallas/Fort Worth, TX","Longview, TX"
DFW,GJT,773,117,"Dallas/Fort Worth, TX","Grand Junction, CO"
DFW,GPT,500,65,"Dallas/Fort Worth, TX","Gulfport/Biloxi, MS"
DFW,GRI,561,87,"Dallas/Fort Worth, TX","Grand Island, NE"
DFW,GRK,134,31,"Dallas/Fort Worth, TX","Killeen, TX"
DFW,GRR,931,118,"Dallas/Fort Worth, TX","Grand Rapids, MI"
DFW,GSO,999,116,"Dallas/Fort Worth, TX","Greensboro/High Point, NC"
DFW,GSP,862,105,"Dallas/Fort Worth, TX","Greer, SC"
DFW,GUC,678,114,"Dallas/Fort Worth, TX","Gunnison, CO"
DFW,HNL,3784,474,"Dallas/Fort Worth, TX","Honolulu, HI"
DFW,HOT,252,90,"Dallas/Fort Worth, TX","Hot Springs, AR"
DFW,HOU,247,46,"Dallas/Fort Worth, TX","Houston, TX"
DFW,HRO,321,110,"Dallas/Fort Worth, TX","Harrison, AR"
DFW,HSV,603,75,"Dallas/Fort Worth, TX","Huntsville, AL"
DFW,IAD,1172,136,"Dallas/Fort Worth, TX","Washington, DC"
DFW,IAH,224,45,"Dallas/Fort Worth, TX","Houston, TX"
DFW,ICT,328,52,"Dallas/Fort Worth, TX","Wichita, KS"
DFW,IND,761,97,"Dallas/Fort Worth, TX","Indianapolis, IN"
DFW,JAC,1047,152,"Dallas/Fort Worth, TX","Jackson, WY"
DFW,JAN,408,56,"Dallas/Fort Worth, TX","Jackson/Vicksburg, MS"
DFW,JAX,918,109,"Dallas/Fort Worth, TX","Jacksonville, FL"
DFW,JFK,1391,171,"Dallas/Fort Worth, TX","New York, NY"
DFW,JLN,327,53,"Dallas/Fort Worth, TX","Joplin, MO"
DFW,LAS,1055,152,"Dallas/Fort Worth, TX","Las Vegas, NV"
DFW,LAX,1235,176,"Dallas/Fort Worth, TX","Los Angeles, CA"
DFW,LBB,282,47,"Dallas/Fort Worth, TX","Lubbock, TX"
DFW,LCH,295,50,"Dallas/Fort Worth, TX","Lake Charles, LA"
DFW,LEX,785,99,"Dallas/Fort Worth, TX","Lexington, KY"
DFW,LFT,351,58,"Dallas/Fort Worth, TX","Lafayette, LA"
DFW,LGA,1389,171,"Dallas/Fort Worth, TX","New York, NY"
DFW,LIT,304,46,"Dallas/Fort Worth, TX","Little Rock, AR"
DFW,LRD,396,64,"Dallas/Fort Worth, TX","Laredo, TX"
DFW,MAF,309,52,"Dallas/Fort Worth, TX","Midland/Odessa, TX"
DFW,MCI,460,68,"Dallas/Fort Worth, TX","Kansas City, MO"
DFW,MCO,985,121,"Dallas/Fort Worth, TX","Orlando, FL"
DFW,MEM,431,64,"Dallas/Fort Worth, TX","Memphis, TN"
DFW,MFE,469,70,"Dallas/Fort Worth, TX","Mission/McAllen/Edinburg, TX"
DFW,MGM,622,80,"Dallas/Fort Worth, TX","Montgomery, AL"
DFW,MHK,431,63,"Dallas/Fort Worth, TX","Manhattan/Ft. Riley, KS"
DFW,MIA,1121,134,"Dallas/Fort Worth, TX","Miami, FL"
DFW,MKE,853,113,"Dallas/Fort Worth, TX","Milwaukee, WI"
DFW,MLI,691,90,"Dallas/Fort Worth, TX","Moline, IL"
DFW,MOB,539,69,"Dallas/Fort Worth, TX","Mobile, AL"
DFW,MSN,821,107,"Dallas/Fort Worth, TX","Madison, WI"
DFW,MSO,1320,191,"Dallas/Fort Worth, TX","Missoula, MT"
DFW,MSP,852,117,"Dallas/Fort Worth, TX","Minneapolis, MN"
DFW,MSY,447,61,"Dallas/Fort Worth, TX","New Orleans, LA"
DFW,OGG,3711,465,"Dallas/Fort Worth, TX","Kahului, HI"
DFW,OKC,175,36,"Dallas/Fort Worth, TX","Oklahoma City, OK"
DFW,OMA,583,83,"Dallas/Fort Worth, TX","Omaha, NE"
DFW,ONT,1188,167,"Dallas/Fort Worth, TX","Ontario, CA"
DFW,ORD,801,106,"Dallas/Fort Worth, TX","Chicago, IL"
DFW,ORF,1212,139,"Dallas/Fort Worth, TX","Norfolk, VA"
DFW,PBI,1102,134,"Dallas/Fort Worth, TX","West Palm Beach/Palm Beach, FL"
DFW,PDX,1616,225,"Dallas/Fort Worth, TX","Portland, OR"
DFW,PHL,1303,157,"Dallas/Fort Worth, TX","Philadelphia, PA"
DFW,PHX,868,130,"Dallas/Fort Worth, TX","Phoenix, AZ"
DFW,PIA,672,87,"Dallas/Fort Worth, TX","Peoria, IL"
DFW,PIT,1067,127,"Dallas/Fort Worth, TX","Pittsburgh, PA"
DFW,PNS,604,78,"Dallas/Fort Worth, TX","Pensacola, FL"
DFW,PSP,1126,162,"Dallas/Fort Worth, TX","Palm Springs, CA"
DFW,RAP,835,118,"Dallas/Fort Worth, TX","Rapid City, SD"
DFW,RDU,1061,128,"Dallas/Fort Worth, TX","Raleigh/Durham, NC"
DFW,RIC,1158,133,"Dallas/Fort Worth, TX","Richmond, VA"
DFW,RNO,1345,189,"Dallas/Fort Worth, TX","Reno, NV"
DFW,ROW,435,69,"Dallas/Fort Worth, TX","Roswell, NM"
DFW,RSW,1017,121,"Dallas/Fort Worth, TX","Fort Myers, FL"
DFW,SAF,551,86,"Dallas/Fort Worth, TX","Santa Fe, NM"
DFW,SAN,1171,166,"Dallas/Fort Worth, TX","San Diego, CA"
DFW,SAT,247,45,"Dallas/Fort Worth, TX","San Antonio, TX"
DFW,SBA,1316,185,"Dallas/Fort Worth, TX","Santa Barbara, CA"
DFW,SDF,733,94,"Dallas/Fort Worth, TX","Louisville, KY"
DFW,SEA,1660,232,"Dallas/Fort Worth, TX","Seattle, WA"
DFW,SFO,1464,213,"Dallas/Fort Worth, TX","San Francisco, CA"
DFW,SGF,364,54,"Dallas/Fort Worth, TX","Springfield, MO"
DFW,SHV,190,34,"Dallas/Fort Worth, TX","Shreveport, LA"
DFW,SJC,1438,205,"Dallas/Fort Worth, TX","San Jose, CA"
DFW,SJT,229,42,"Dallas/Fort Worth, TX","San Angelo, TX"
DFW,SJU,2165,243,"Dallas/Fort Worth, TX","San Juan, PR"
DFW,SLC,989,143,"Dallas/Fort Worth, TX","Salt Lake City, UT"
DFW,SMF,1431,198,"Dallas/Fort Worth, TX","Sacramento, CA"
DFW,SNA,1205,173,"Dallas/Fort Worth, TX","Santa Ana, CA"
DFW,SPI,630,87,"Dallas/Fort Worth, TX","Springfield, IL"
DFW,SPS,113,27,"Dallas/Fort Worth, TX","Wichita Falls, TX"
DFW,STL,550,75,"Dallas/Fort Worth, TX","St. Louis, MO"
DFW,SWO,225,41,"Dallas/Fort Worth, TX","Stillwater, OK"
DFW,TLH,767,95,"Dallas/Fort Worth, TX","Tallahassee, FL"
DFW,TPA,929,114,"Dallas/Fort Worth, TX","Tampa, FL"
DFW,TUL,237,41,"Dallas/Fort Worth, TX","Tulsa, OK"
DFW,TUS,813,120,"Dallas/Fort Worth, TX","Tucson, AZ"
DFW,TXK,181,33,"Dallas/Fort Worth, TX","Texarkana, AR"
DFW,TYR,102,23,"Dallas/Fort Worth, TX","Tyler, TX"
DFW,TYS,771,93,"Dallas/Fort Worth, TX","Knoxville, TN"
DFW,VPS,641,82,"Dallas/Fort Worth, TX","Valparaiso, FL"
DFW,XNA,280,46,"Dallas/Fort Worth, TX","Fayetteville, AR"
DHN,ATL,170,36,"Dothan, AL","Atlanta, GA"
DIK,DEN,488,72,"Dickinson, ND","Denver, CO"
DLG,KMO,20,10,"Dillingham, AK","Manokotak, AK"
DLH,MSP,144,35,"Duluth, MN","Minneapolis, MN"
DRO,DEN,250,46,"Durango, CO","Denver, CO"
DRO,DFW,674,87,"Durango, CO","Dallas/Fort Worth, TX"
DRO,PHX,353,58,"Durango, CO","Phoenix, AZ"
DRT,DFW,335,53,"Del Rio, TX","Dallas/Fort Worth, TX"
DSM,ATL,743,95,"Des Moines, IA","Atlanta, GA"
DSM,CLT,815,110,"Des Moines, IA","Charlotte, NC"
DSM,DEN,589,94,"Des Moines, IA","Denver, CO"
DSM,DFW,624,95,"Des Moines, IA","Dallas/Fort Worth, TX"
DSM,DTW,534,74,"Des Moines, IA","Detroit, MI"
DSM,IAH,802,120,"Des Moines, IA","Houston, TX"
DSM,LGA,1031,131,"Des Moines, IA","New York, NY"
DSM,MSP,232,45,"Des Moines, IA","Minneapolis, MN"
DSM,ORD,299,54,"Des Moines, IA","Chicago, IL"
DSM,PHL,972,122,"Des Moines, IA","Philadelphia, PA"
DSM,PHX,1149,161,"Des Moines, IA","Phoenix, AZ"
DSM,STL,259,42,"Des Moines, IA","St. Louis, MO"
DTW,ABE,425,61,"Detroit, MI","Allentown/Bethlehem/Easton, PA"
DTW,ALB,489,63,"Detroit, MI","Albany, NY"
DTW,ATL,594,94,"Detroit, MI","Atlanta, GA"
DTW,ATW,296,60,"Detroit, MI","Appleton, WI"
DTW,AUS,1149,164,"Detroit, MI","Austin, TX"
DTW,AVP,399,58,"Detroit, MI","Scranton/Wilkes-Barre, PA"
DTW,AZO,113,29,"Detroit, MI","Kalamazoo, MI"
DTW,BDL,549,70,"Detroit, MI","Hartford, CT"
DTW,BGM,378,54,"Detroit, MI","Binghamton, NY"
DTW,BHM,625,90,"Detroit, MI","Birmingham, AL"
DTW,BNA,456,72,"Detroit, MI","Nashville, TN"
DTW,BOS,632,82,"Detroit, MI","Boston, MA"
DTW,BUF,241,41,"Detroit, MI","Buffalo, NY"
DTW,BWI,409,62,"Detroit, MI","Baltimore, MD"
DTW,CHA,505,78,"Detroit, MI","Chattanooga, TN"
DTW,CID,430,75,"Detroit, MI","Cedar Rapids/Iowa City, IA"
DTW,CLE,95,23,"Detroit, MI","Cleveland, OH"
DTW,CLT,500,81,"Detroit, MI","Charlotte, NC"
DTW,CMH,155,33,"Detroit, MI","Columbus, OH"
DTW,CVG,229,45,"Detroit, MI","Cincinnati, OH"
DTW,CWA,363,64,"Detroit, MI","Mosinee, WI"
DTW,DAY,166,37,"Detroit, MI","Dayton, OH"
DTW,DCA,405,66,"Detroit, MI","Washington, DC"
DTW,DEN,1123,164,"Detroit, MI","Denver, CO"
DTW,DFW,986,152,"Detroit, MI","Dallas/Fort Worth, TX"
DTW,DSM,534,85,"Detroit, MI","Des Moines, IA"
DTW,ELM,332,48,"Detroit, MI","Elmira/Corning, NY"
DTW,ERI,164,34,"Detroit, MI","Erie, PA"
DTW,ESC,306,59,"Detroit, MI","Escanaba, MI"
DTW,EVV,363,61,"Detroit, MI","Evansville, IN"
DTW,EWR,488,70,"Detroit, MI","Newark, NJ"
DTW,FLL,1127,157,"Detroit, MI","Fort Lauderdale, FL"
DTW,FWA,128,30,"Detroit, MI","Fort Wayne, IN"
DTW,GRB,287,59,"Detroit, MI","Green Bay, WI"
DTW,GRR,120,29,"Detroit, MI","Grand Rapids, MI"
DTW,GSO,460,73,"Detroit, MI","Greensboro/High Point, NC"
DTW,HPN,505,72,"Detroit, MI","White Plains, NY"
DTW,IAD,383,58,"Detroit, MI","Washington, DC"
DTW,IAH,1075,159,"Detroit, MI","Houston, TX"
DTW,IND,231,45,"Detroit, MI","Indianapolis, IN"
DTW,ITH,353,52,"Detroit, MI","Ithaca/Cortland, NY"
DTW,JAX,813,110,"Detroit, MI","Jacksonville, FL"
DTW,JFK,509,75,"Detroit, MI","New York, NY"
DTW,LAN,74,20,"Detroit, MI","Lansing, MI"
DTW,LAS,1749,239,"Detroit, MI","Las Vegas, NV"
DTW,LAX,1979,273,"Detroit, MI","Los Angeles, CA"
DTW,LEX,296,51,"Detroit, MI","Lexington, KY"
DTW,LGA,502,76,"Detroit, MI","New York, NY"
DTW,MBS,98,25,"Detroit, MI","Saginaw/Bay City/Midland, MI"
DTW,MCI,629,98,"Detroit, MI","Kansas City, MO"
DTW,MCO,957,131,"Detroit, MI","Orlando, FL"
DTW,MDT,371,56,"Detroit, MI","Harrisburg, PA"
DTW,MDW,228,47,"Detroit, MI","Chicago, IL"
DTW,MEM,610,95,"Detroit, MI","Memphis, TN"
DTW,MHT,610,77,"Detroit, MI","Manchester, NH"
DTW,MIA,1145,156,"Detroit, MI","Miami, FL"
DTW,MKE,237,48,"Detroit, MI","Milwaukee, WI"
DTW,MLI,373,68,"Detroit, MI","Moline, IL"
DTW,MSN,311,55,"Detroit, MI","Madison, WI"
DTW,MSP,528,90,"Detroit, MI","Minneapolis, MN"
DTW,MSY,926,130,"Detroit, MI","New Orleans, LA"
DTW,ORD,235,52,"Detroit, MI","Chicago, IL"
DTW,ORF,529,76,"Detroit, MI","Norfolk, VA"
DTW,PHL,453,69,"Detroit, MI","Philadelphia, PA"
DTW,PHX,1671,236,"Detroit, MI","Phoenix, AZ"
DTW,PIT,201,37,"Detroit, MI","Pittsburgh, PA"
DTW,PLN,243,45,"Detroit, MI","Pellston, MI"
DTW,PVD,615,77,"Detroit, MI","Providence, RI"
DTW,PWM,668,82,"Detroit, MI","Portland, ME"
DTW,RDU,501,71,"Detroit, MI","Raleigh/Durham, NC"
DTW,RSW,1084,148,"Detroit, MI","Fort Myers, FL"
DTW,SAN,1956,266,"Detroit, MI","San Diego, CA"
DTW,SBN,157,34,"Detroit, MI","South Bend, IN"
DTW,SCE,301,48,"Detroit, MI","State College, PA"
DTW,SDF,306,55,"Detroit, MI","Louisville, KY"
DTW,SEA,1927,270,"Detroit, MI","Seattle, WA"
DTW,SFO,2079,281,"Detroit, MI","San Francisco, CA"
DTW,SLC,1481,211,"Detroit, MI","Salt Lake City, UT"
DTW,STL,440,72,"Detroit, MI","St. Louis, MO"
DTW,SWF,479,68,"Detroit, MI","Newburgh/Poughkeepsie, NY"
DTW,TPA,983,134,"Detroit, MI","Tampa, FL"
DTW,TVC,207,43,"Detroit, MI","Traverse City, MI"
DTW,TYS,443,67,"Detroit, MI","Knoxville, TN"
DUJ,BWI,182,60,"DuBois, PA","Baltimore, MD"
DUJ,PIT,84,40,"DuBois, PA","Pittsburgh, PA"
DUT,ANC,792,120,"Unalaska, AK","Anchorage, AK"
EAR,DEN,305,52,"Kearney, NE","Denver, CO"
EAT,SEA,99,30,"Wenatchee, WA","Seattle, WA"
EAU,ORD,269,50,"Eau Claire, WI","Chicago, IL"
ECP,ATL,240,43,"Panama City, FL","Atlanta, GA"
ECP,BNA,401,62,"Panama City, FL","Nashville, TN"
ECP,CLT,437,62,"Panama City, FL","Charlotte, NC"
ECP,IAH,572,104,"Panama City, FL","Houston, TX"
EGE,DEN,120,31,"Eagle, CO","Denver, CO"
EGE,DFW,721,96,"Eagle, CO","Dallas/Fort Worth, TX"
EGE,EWR,1725,201,"Eagle, CO","Newark, NJ"
EGE,ORD,1007,130,"Eagle, CO","Chicago, IL"
EKO,SLC,200,38,"Elko, NV","Salt Lake City, UT"
ELD,DFW,246,90,"El Dorado, AR","Dallas/Fort Worth, TX"
ELM,DTW,332,59,"Elmira/Corning, NY","Detroit, MI"
ELM,EWR,174,42,"Elmira/Corning, NY","Newark, NJ"
ELP,ATL,1282,148,"El Paso, TX","Atlanta, GA"
ELP,AUS,528,67,"El Paso, TX","Austin, TX"
ELP,DAL,562,76,"El Paso, TX","Dallas, TX"
ELP,DEN,563,93,"El Paso, TX","Denver, CO"
ELP,DFW,551,74,"El Paso, TX","Dallas/Fort Worth, TX"
ELP,HOU,677,86,"El Paso, TX","Houston, TX"
ELP,IAH,667,89,"El Paso, TX","Houston, TX"
ELP,LAS,583,87,"El Paso, TX","Las Vegas, NV"
ELP,LAX,715,107,"El Paso, TX","Los Angeles, CA"
ELP,ORD,1236,152,"El Paso, TX","Chicago, IL"
ELP,PHX,347,58,"El Paso, TX","Phoenix, AZ"
ELP,SAT,496,63,"El Paso, TX","San Antonio, TX"
EMK,AUK,10,8,"Emmonak, AK","Alakanuk, AK"
EMK,KOT,35,23,"Emmonak, AK","Kotlik, AK"
ENA,ANC,59,20,"Kenai, AK","Anchorage, AK"
ERI,DTW,164,38,"Erie, PA","Detroit, MI"
ERI,ORD,398,77,"Erie, PA","Chicago, IL"
ESC,DTW,306,50,"Escanaba, MI","Detroit, MI"
ESD,BFI,86,35,"Eastsound, WA","Seattle, WA"
EUG,DEN,996,130,"Eugene, OR","Denver, CO"
EUG,LAX,748,103,"Eugene, OR","Los Angeles, CA"
EUG,PDX,106,28,"Eugene, OR","Portland, OR"
EUG,SEA,234,45,"Eugene, OR","Seattle, WA"
EUG,SFO,451,73,"Eugene, OR","San Francisco, CA"
EUG,SLC,618,84,"Eugene, OR","Salt Lake City, UT"
EVV,ATL,350,57,"Evansville, IN","Atlanta, GA"
EVV,CLT,414,65,"Evansville, IN","Charlotte, NC"
EVV,DFW,642,105,"Evansville, IN","Dallas/Fort Worth, TX"
EVV,DTW,363,57,"Evansville, IN","Detroit, MI"
EVV,ORD,272,60,"Evansville, IN","Chicago, IL"
EWB,ACK,55,22,"New Bedford/Fall River, MA","Nantucket, MA"
EWN,ATL,433,80,"New Bern/Morehead/Beaufort, NC","Atlanta, GA"
EWN,CLT,221,55,"New Bern/Morehead/Beaufort, NC","Charlotte, NC"
EWR,ALB,143,32,"Newark, NJ","Albany, NY"
EWR,ATL,746,117,"Newark, NJ","Atlanta, GA"
EWR,AUS,1504,220,"Newark, NJ","Austin, TX"
EWR,BGR,393,58,"Newark, NJ","Bangor, ME"
EWR,BNA,748,117,"Newark, NJ","Nashville, TN"
EWR,BOS,200,43,"Newark, NJ","Boston, MA"
EWR,BQN,1585,194,"Newark, NJ","Aguadilla, PR"
EWR,BTV,266,48,"Newark, NJ","Burlington, VT"
EWR,BUF,282,54,"Newark, NJ","Buffalo, NY"
EWR,CAK,382,68,"Newark, NJ","Akron, OH"
EWR,CHS,628,101,"Newark, NJ","Charleston, SC"
EWR,CLE,404,73,"Newark, NJ","Cleveland, OH"
EWR,CLT,529,90,"Newark, NJ","Charlotte, NC"
